0;-2.188495912359426E-01;1.000000000000000E+00
1;-2.251996285101978E-01;2.819737011230295E-02
2;-2.254212112717819E-01;9.829721006908499E-04
3;-2.254803870352741E-01;2.624430633206542E-04
4;-2.255048097248536E-01;1.083023001120354E-04
5;-2.255171880195001E-01;5.488847548689230E-05
6;-2.255243118630077E-01;3.158791816585462E-05
7;-2.255287830381367E-01;1.982529710296205E-05
8;-2.255317718729064E-01;1.325238898664540E-05
9;-2.255338678992067E-01;9.293621041849473E-06
10;-2.255353942721364E-01;6.767775561734272E-06
11;-2.255365401517863E-01;5.080682931223635E-06
12;-2.255374222422885E-01;3.911060494771576E-06
13;-2.255381157024015E-01;3.074691436452470E-06
14;-2.255386707220046E-01;2.460862260585282E-06
15;-2.255391218372825E-01;2.000164203404697E-06
